vehicle_length_m,footway_length_m,footway_ratio,signal_count,crossing_count,vehicle_intersection_count,vehicle_footway_intersection_count,signal_nearest_m,crossing_nearest_m,primary_ratio,secondary_ratio,tertiary_ratio,residential_ratio,service_ratio,unclassified_ratio,trunk_ratio,cell_id,accident_count
1039.2988795171018,669.1204604106675,0.6432002125401383,0,0,0,1,516.7353844666194,1041.75446225248,0.0,0.7099516770463828,0.0,0.0,0.0,0.28908706074360285,0.0,500m_25076_7947,0
2415.0229350478544,2021.0524654732985,0.836520397283922,1,0,14,10,242.05641524803272,544.9457808009171,0.0,0.0,0.0,0.029395386997413262,0.15521182225829894,0.6736318671553367,0.14134702023336032,500m_25076_7948,0
3373.0177364591204,1672.556499590874,0.49571657004570063,2,2,29,15,124.996394922199,102.1620585115072,0.0,0.15826357337749503,0.034649364732302575,0.05165339121108509,0.2340298767628034,0.40118677828687593,0.11992063307365125,500m_25076_7949,1
3033.0073602950356,998.2727396325914,0.32902779099900287,0,0,26,11,554.3559757647181,436.06914964618784,0.0,0.15476652423607104,0.0,0.5009270761410367,0.14590277656499523,0.1980740259669056,0.0,500m_25076_7950,0
800.0003565301798,463.6095486366115,0.578788192610678,0,0,4,3,1044.395833087555,932.728859861654,0.0,0.0,0.0,0.907136791109845,0.09161476999515639,0.0,0.0,500m_25076_7951,0
0.0,1538.1797944464076,1538.1797944464076,0,0,0,0,1931.4374250888918,2571.9826695554766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500m_25077_7944,0
0.0,556.14677589112,556.14677589112,0,0,0,0,1491.9456570305235,2078.8282106160436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500m_25077_7945,0
0.0,560.1115216546073,560.1115216546073,0,0,0,0,1093.6425437089567,1590.5081713626878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500m_25077_7946,0
71.56653125097455,1767.4131166222646,24.355761342781957,0,0,0,0,768.156879428689,1113.4017218636116,0.0,0.0,0.0,0.9862195424976088,0.0,0.0,0.0,500m_25077_7947,0
2516.3109238433626,664.6782667262373,0.26404297555401873,0,0,16,4,646.5461773901346,1158.961725657324,0.0,0.3671547107744593,0.0,0.2648221721880444,0.14140155567960383,0.0681502574779177,0.15807405458092058,500m_25077_7948,0
1421.2972775859278,12.870187959197127,0.009048873369877893,0,0,6,2,864.7176207980476,1074.9428022591808,0.0,0.11338573983883526,0.0,0.13504893612162394,0.21223043450692228,0.20661436375352774,0.33201743788336147,500m_25077_7949,0
