cell_id,n_points,sightline_mean_of_mean,sightline_mean_of_min,sightline_worst_min,sightline_mean_of_std,sightline_mean_open_fraction
500m_25190_7937,8,31.896747044059687,11.614756250924037,1.6828595915663849,13.910716330569855,0.65625
500m_25182_7933,8,16.72102926291482,4.007431710631742,1.072845626384357,11.908624217330532,0.3125
500m_25201_7946,8,18.788478424415597,5.919406356152189,1.3188701258247866,13.178449512196885,0.3402777777777778
500m_25202_7911,8,43.20450702081348,40.099160461826216,0.0,1.17735324076682,0.875
500m_25193_7942,8,40.817907486606686,29.348220870077828,3.183779155025744,5.846666189512273,0.8090277777777778
500m_25221_7924,8,17.870022071971313,4.853746955524085,1.8944888481079427,13.958226693073364,0.33333333333333337
500m_25213_7920,8,28.654036862866864,7.984693678999397,2.1964243143665954,13.594540930232593,0.5868055555555556
500m_25205_7916,8,30.14954154783001,10.148241925188033,5.00562533186246,14.517953337950427,0.6319444444444444
500m_25171_7923,8,20.517594650698523,4.668483218308774,2.3124884841062383,14.436808452523833,0.3958333333333333
500m_25183_7897,8,23.91790599541697,5.925537559674083,1.3160033848664063,13.365903619191213,0.4930555555555555
500m_25202_7947,8,35.35307203212854,12.807081894858307,1.8882294992338746,13.24335843745018,0.7118055555555556
500m_25174_7928,8,15.763972244532155,4.284048781475336,1.9526262838390918,12.559058594413397,0.2638888888888889
500m_25186_7939,8,17.159399451613872,6.168385281571847,1.7884245028937147,10.858463766249933,0.3055555555555556
500m_25214_7921,8,18.376615875117935,3.850169468007944,2.1953253144974947,14.558196369911574,0.3090277777777778
500m_25206_7917,8,37.349140402568366,12.686473156730614,3.6886172574923757,14.413028278509207,0.8090277777777778
500m_25217_7926,8,16.933854860498755,4.335612217951952,0.9958196235336964,13.174429542416846,0.3194444444444444
500m_25164_7920,8,50.0,50.0,50.0,0.0,1.0
500m_25183_7933,8,13.631115272330254,3.528168469557681,2.0389966352224573,12.663536347071364,0.19444444444444442
500m_25175_7929,8,11.694709783936108,3.104839425013454,2.0961294519584044,11.046062547312214,0.15972222222222224
500m_25167_7925,8,9.800832918528968,2.7137641005308444,2.1630899166182953,10.029722736683626,0.11805555555555555
500m_25187_7903,8,20.547997105496954,5.823327849158655,2.237744314040523,13.845894724615617,0.3819444444444445
500m_25178_7940,8,18.41057147897479,5.158686956653667,0.5633756137106354,13.256371086594154,0.3819444444444444
500m_25212_7932,8,23.65766024839246,9.05822265582391,2.0528507855560045,11.911093358024921,0.46875
500m_25170_7935,8,24.410631876934307,6.306931237487087,3.382611144042194,15.592929561129605,0.48958333333333337
500m_25202_7924,8,28.536674200492627,9.431220398131869,3.609162715087065,14.938215554268535,0.5972222222222222
500m_25194_7920,8,50.0,50.0,50.0,0.0,1.0
500m_25213_7933,8,19.799224348567787,4.755425901700131,1.2851594940603204,14.807564479136346,0.3888888888888889
500m_25186_7916,8,25.724419313420647,8.54479947388347,3.673559696924755,13.614103367775407,0.48263888888888895
500m_25205_7929,8,21.720064383857387,7.2306511188828315,1.69440507102419,12.868485609424736,0.42361111111111116
500m_25198_7890,8,35.767696148699955,22.8177005370812,0.0,6.886217444130289,0.7222222222222222
500m_25163_7932,8,20.809373965835412,4.955109171480297,1.927262573260885,13.881349778536459,0.4131944444444444
500m_25183_7910,8,17.352411844988964,4.8771200661784775,2.5324724235141,14.192833020791326,0.3090277777777778
500m_25174_7941,8,28.01224827561898,7.683633388214552,3.1911381817772053,14.233050393563861,0.6180555555555556
500m_25197_7930,8,18.06085579066265,4.7923089786914055,1.4984542630239923,12.65020465529509,0.32986111111111116
500m_25176_7907,8,26.41945881616656,7.335211647338319,3.0308871059280693,14.67771399491333,0.5659722222222222
500m_25208_7939,8,30.517982725390652,11.388411048997131,5.81357946364961,13.338392304877505,0.6527777777777778
500m_25199_7890,8,46.467952409744456,35.49237683969126,5.440910853404452,5.538500885109289,0.9340277777777778
500m_25190_7927,8,27.928470228623958,9.773729826807664,4.366983317687313,13.644937732628364,0.5694444444444444
500m_25209_7940,8,29.755464852220744,6.7014948371774,2.531367522692367,17.11538314508072,0.5902777777777778
500m_25182_7923,8,17.802456606407834,4.450559133775375,2.1742641381445402,13.001164923426849,0.34375
500m_25201_7936,8,22.460118896886517,3.325166693978539,1.8446306334692266,15.851341156575938,0.4270833333333333
500m_25193_7932,8,25.949426752952487,7.389299281754353,3.750302515318492,14.463967893800815,0.49652777777777785
500m_25171_7913,8,18.878178149812964,4.868777210001113,2.3712860979829773,13.782167200371283,0.34375
500m_25174_7918,8,22.68914272279244,4.8318046895546205,1.3922494685248539,14.901053833113798,0.4618055555555556
500m_25186_7929,8,22.27974224967403,5.892439396427752,2.4967613890655036,14.99863072491514,0.3993055555555556
500m_25219_7926,8,22.754687818604715,5.832888329920411,3.352206500367832,15.298125971692894,0.4513888888888889
500m_25204_7946,8,24.836232402432273,6.598425386049197,4.4148906588724035,14.991838778082926,0.46527777777777773
500m_25196_7942,8,25.492657327433463,6.322814345917397,2.173369727312446,14.546337436048692,0.5208333333333333
500m_25175_7919,8,16.706833412113433,4.245946686853457,2.0871960443400894,12.609028544724973,0.29513888888888884
